COMUNIDADE;VOB;CAMINHO_CASO_DESENV;VERSAO;DATA_ULTIMA_ALTERACAO
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\02-ANALISE_DESIGN\NÃ£O CATEGORIZADOS\F4 DOCEB124 - CASO DE DESENVOLVIMENTO V2.DOC;\MAIN\1;2011-02-02
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\02-ANALISE_DESIGN\NÃ£O CATEGORIZADOS\F5 DOCEB124 - CASO DE DESENVOLVIMENTO V2.DOC;\MAIN\1;2011-02-03
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\02-ANALISE_DESIGN\NÃ£O CATEGORIZADOS\F5 PROJETO TÃ©CNICO E CONSTRUÃ§Ã£O\DOCEB124 - CASO DE DESENVOLVIMENTO V2.DOC;\MAIN\1;2011-02-03
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\02-ANALISE_DESIGN\NÃ£O CATEGORIZADOS\SISOL_115163 PN MOD.REGIME ALÃ§ADAS\F2 PLANEJAMENTO\DOCEB'S\PDS\DOCEB124 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2011-02-17
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\09-GER_PROJETOS\MANUTENCOES\MSA_SPREAD_2014\SP201404049\CONSTRUÃ§Ã£O\DOCEB124 - CASO DE DESENVOLVIMENTO\DOCEB124 - CASO DE DESENVOLVIMENTO.DOCX;\MAIN\1;2015-06-22
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\09-GER_PROJETOS\MANUTENCOES\MSA_SPREAD_2015\SP201502654\2.ELABORAÃ§Ã£O\DOCEB124 - CASO DE DESENVOLVIMENTO.ZIP;\MAIN\1;2015-06-18
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\09-GER_PROJETOS\MANUTENCOES\MSA_SPREAD_2015\SP201502656\2.ELABORAÃ§Ã£O\DOCEB124 - CASO DE DESENVOLVIMENTO.ZIP;\MAIN\1;2015-06-26
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\09-GER_PROJETOS\MANUTENCOES\MSA_SPREAD_2016\SP201602883-001\1.INICIAÃ§Ã£O\DOCEB124 - CASO DE DESENVOLVIMENTO.DOCX;\MAIN\1;2016-05-17
COMUNIDADE_NAO_ENCONTRADA;SIMAG;SIMAG\09-GER_PROJETOS\MANUTENCOES\MSA_SPREAD_2017\SP201702355-002\ELABORAÃ§Ã£O\DOCEB124 - CASO DE DESENVOLVIMENTO\DOCEB124 - CASO DE DESENVOLVIMENTO.DOCX;\MAIN\1;2017-05-30
COMUNIDADE_NAO_ENCONTRADA;SIMAT;SIMAT\06-AMBIENTE\SIMAT_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2012-12-18
COMUNIDADE_NAO_ENCONTRADA;SIMBR;SIMBR\06-AMBIENTE\SIMBR_1.0_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2010-06-28
LOTERIAS E CANAIS PARCEIROS;SIMLO;SIMLO\06-AMBIENTE\SIMLO_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2019-07-24
LOTERIAS E CANAIS PARCEIROS;SIMLO;SIMLO\06-AMBIENTE\SIMLO_CASO_DESENVOLVIMENTO_OLD.DOC;\MAIN\2;2019-07-01
COMUNIDADE_NAO_ENCONTRADA;SIMPM;SIMPM\06-AMBIENTE\SIMPM_CASO_DESENVENVOLVIMENTO.DOC;\MAIN\1;2017-08-04
COMUNIDADE_NAO_ENCONTRADA;SIMST;SIMST\06-AMBIENTE\SIMST_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-02-11
COMUNIDADE_NAO_ENCONTRADA;SIOTP;SIOTP\06-AMBIENTE\SIOTP_PN_CASO_DESENVOLVIMENTO.DOC;\MAIN\4;2013-04-03
COMUNIDADE_NAO_ENCONTRADA;SIPAG;SIPAG\06-AMBIENTE\CASO_DESENVOLVIMENTO\CASO DE DESENVOLVIMENTO.DOC;\MAIN\2;2018-11-09
COMUNIDADE_NAO_ENCONTRADA;SIPEV;SIPEV\06-AMBIENTE\SIPEV_V2_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-10-24
COMUNIDADE_NAO_ENCONTRADA;SIPEV;SIPEV\08-GER_CONFIG_MUDANCA\HISTORICO\10-GER_SUBCONTRATACAO\SIPEV_CD\AMBIENTE\CAIXA - SIPEV - DOCEB124 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-21
COMUNIDADE_NAO_ENCONTRADA;SIPEX;SIPEX\01-REQUISITOS\OUTROS\SIPEX_CD\SIPEX-BASICO\AMBIENTE\CAIXA - SIPEX-BASICO - DOCEB124 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-21
COMUNIDADE_NAO_ENCONTRADA;SIPEX;SIPEX\01-REQUISITOS\OUTROS\SIPEX_CD\SIPEX-FOLHA\AMBIENTE\CAIXA - SIPEX-FOLHA - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-11-20
COMUNIDADE_NAO_ENCONTRADA;SIPEX;SIPEX\06-AMBIENTE\SIPEX_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-10-19
COMUNIDADE_NAO_ENCONTRADA;SIPEX;SIPEX\06-AMBIENTE\SIPEX_FOLHA_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-12-18
COMUNIDADE_NAO_ENCONTRADA;SIPMC;SIPMC\06-AMBIENTE\SIPMC_V1.0_CASO_DESENVOLVIMENTO.DOC;\MAIN\8;2010-09-06
COMUNIDADE_NAO_ENCONTRADA;SIPNP;SIPNP\09-GER_PROJETOS\SIPNP_CASO_DESENVOLVIMENTO_1.0.DOC;\MAIN\1;2013-02-22
COMUNIDADE_NAO_ENCONTRADA;SIPOT;SIPOT\TE151\01-REQUISITOS\PORTAL_DESENVOLVEDOR_CASO_ DE_ DESENVOLVIMENTO.DOC;\MAIN\1;2010-03-22
COMUNIDADE_NAO_ENCONTRADA;SIPOT;SIPOT\TE151\06-AMBIENTE\PORTAL_DESENVOLVEDOR_CASO_ DE_ DESENVOLVIMENTO.DOC;\MAIN\1;2010-09-28
COMUNIDADE_NAO_ENCONTRADA;SIPRI;SIPRI\06-AMBIENTE\CASO_DESENVOLVIMENTO_REVISAO_EPROJ.XLS;\MAIN\2;2017-03-13
COMUNIDADE_NAO_ENCONTRADA;SIPRI;SIPRI\06-AMBIENTE\SIPRI_CASO_DESENVOLVIMENTO.DOC;\MAIN\10;2017-03-24
COMUNIDADE_NAO_ENCONTRADA;SIREG;SIREG\06-AMBIENTE\SIREG_CASO_DESENVOVIMENTO.DOC;\MAIN\1;2019-02-14
COMUNIDADE_NAO_ENCONTRADA;SIREG;SIREG\06-AMBIENTE\SIREG_CASO_DESENVOVIMENTO_INICIAL.DOC;\MAIN\4;2014-09-26
COMUNIDADE_NAO_ENCONTRADA;SIRIP;SIRIP\06-AMBIENTE\SIRIP_CASO_DESENVOLVIMENTO.DOC;\MAIN\5;2008-10-28
COMUNIDADE_NAO_ENCONTRADA;SIRIP;SIRIP\07-GARANTIA_QUALIDADE\HISTORICO\SIRIP_CD_TRANSICAO_POLITEC\AMBIENTE\CAIXA - SIRIP - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2011-08-18
COMUNIDADE_NAO_ENCONTRADA;SIRML;SIRML\06-AMBIENTE\SIRML_CASO_DESENVOLVIMENTO.DOC;\MAIN\4;2008-08-22
COMUNIDADE_NAO_ENCONTRADA;SIRMN;SIRMN\06-AMBIENTE\SIRMN_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2017-01-25
RISCO, COMPLIANCE, INADIMPLÊNCIA, LINHA DE DEFESA E ADIMPLÊNCIA;SIRSA;SIRSA\06-AMBIENTE\SIRSA_CASO_DESENVOLVIMENTO_AGIL.DOC;\MAIN\1;2022-08-16
COMUNIDADE_NAO_ENCONTRADA;SISGA;SISGA\06-AMBIENTE\SISGA_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-10-29
COMUNIDADE_NAO_ENCONTRADA;SISRS;SISRS\04-TESTES\HMP_TQS_PRD\CASOS\SISRS_CASO_TESTE_MANTEM_CRITERIO_TRILHA_DESENVOLVIMENTO.XLS;\MAIN\4;2010-06-28
COMUNIDADE_NAO_ENCONTRADA;SISRS;SISRS\06-AMBIENTE\SISRS_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2012-12-10
COMUNIDADE_NAO_ENCONTRADA;SITMO;SITMO\06-AMBIENTE\SITMO_CASODESENV.DOC;\MAIN\8;2014-06-30
COMUNIDADE_NAO_ENCONTRADA;SIVOL;SIVOL\06-AMBIENTE\SIVOL_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-19
COMUNIDADE_NAO_ENCONTRADA;SIWAR;SIWAR\06-AMBIENTE\BSB-198903-CAIXA - SIWAR - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-07-29
COMUNIDADE_NAO_ENCONTRADA;SIWCC;SIWCC\06-AMBIENTE\SIWCC_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2010-08-09
COMUNIDADE_NAO_ENCONTRADA;SIWCC;SIWCC\06-AMBIENTE\SIWCC_PRODUTOS_TRABALHO_CASO_DESENV.XLS;\MAIN\1;2007-11-29
COMUNIDADE_NAO_ENCONTRADA;SIWCC;SIWCC\06-AMBIENTE\SIWCC_PRODUTOS_TRABALHO_CASO_DESENV_V2.XLS;\MAIN\1;2007-11-29
COMUNIDADE_NAO_ENCONTRADA;SIWCC;SIWCC\07-GARANTIA_QUALIDADE\REVISOES\SIWCC_REGISTRO_REVISAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2007-11-29
CONTRATAÇÕES E LOGÍSTICA;SIWOC;SIWOC\06-AMBIENTE\DOCEB124 - CASO DE DESENVOLVIMENTO - SIWOC.DOC;\MAIN\1;2007-12-06
COMUNIDADE_NAO_ENCONTRADA;SME;SME\SOLICITACOES DE SERVICOS\AREA_TRABALHO_TIMETRICAS\SUPORTE_AVANCADO\GM201500022_0001_ECM\ANEXOS_APENDICES\RASP_ADERENCIA_CASO_DESENVOLVIMENTO_SICDG_TM.DOC;\MAIN\1;2016-02-05
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\CD FÃ¡BRICA DE SOFTWARE\TE151\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-04-05
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\TE049\TE049\02 - PLANEJAMENTO\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-07
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\TE049\TE049 - V05\02 - PLANEJAMENTO\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-16
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\TE049\TE049 - V06\02 - PLANEJAMENTO\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-15
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\TE049\TE049 - V07\02 - PLANEJAMENTO\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-07
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\TE151\06 - AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-07
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\TE151\ANTIGOS\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-03-20
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\ARQUIVO\TE151\TEMPLATES VIGENTES  MARÃ§O2007\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-04-10
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\DW\DISCIPLINAS\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-07
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\HISTÃ³RICO\TEMPLATES\MDS-WF\MODELO1\ANTEPROJETO\DOCEBXX - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-05
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\CAPACITACAO ESPECIALIZADA\MATERIAL DE APOIO\SITES\REDEABR\CAIXA - SITE REDEABR - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-02-05
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\APOIO AO PROCESSO DE DESENVOLVIMENTO\REVISAO POR PARES\LISTAS DE VERFICAÃ§Ã£O\TE 151\LISTA DE VERIFICAÃ§Ã£O - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-03-01
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\INSTRUCOES DE TRABALHO\TE740 - PLANO_DESENVOLVIMENTO_SISTEMAS\MODELOS_DOCUMENTOS\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOT;\MAIN\1;2007-02-07
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE049\VRS_05\TEMPLATES\02 - PLANEJAMENTO\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-12
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE049\VRS_06\TEMPLATES\02 - PLANEJAMENTO\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-12
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE049\VRS_07\TEMPLATES\02 - PLANEJAMENTO\DOCEB124 V.5 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-12
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE049\VRS_08\TEMPLATES\02 - PLANEJAMENTO\PDS - PLANO DE DESENVOLVIMENTO DE SISTEMA\DOCEB124 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-12
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE049\VRS_09\TEMPLATES\02 - PLANEJAMENTO\PDS - PLANO DE DESENVOLVIMENTO DE SISTEMA\DOCEB124 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-12
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE049\VRS_10\TEMPLATES\02 - PLANEJAMENTO\PDS - PLANO DE DESENVOLVIMENTO DE SISTEMA\DOCEB124 - CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-01-24
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE151\PUC_2005.07.03\TEMPLATES\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE151\PUC_2005.07.04\TEMPLATES\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE151\PUC_2005.07.05\TEMPLATES\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE151\PUC_2005.07.06\TEMPLATES\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE151\PUC_2005.07.07\TEMPLATES\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2007-09-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROCESSOS CORPORATIVOS\PROCESSO DE DESENVOLVIMENTO\TE151\PUC_2005.07.08\TEMPLATES\AMBIENTE\CASO DE DESENVOLVIMENTO.DOC;\MAIN\1;2008-01-25
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\ANALISE_PROCESSOS_REVISAO_POR_PARES_E_INSPECAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\3;2016-02-15
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\INSPECAO_CASO_DESENVOLVIMENTO.BPM;\MAIN\10;2015-08-21
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\INSPECAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2015-08-14
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\INSPECAO_CASO_DESENVOLVIMENTO.ZIP;\MAIN\8;2015-08-21
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\INTRODUÃ§Ã£O DOS PROCESSOS DE INSPEÃ§Ã£O DE CASO DE DESENVOLVIMENTO E DE REVISÃ£O POR PARES.DOC;\MAIN\1;2015-11-10
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\LISTAS DE VERIFICACAO\LISTA_REVISAO_CASO_DESENVOLVIMENTO.XLS;\MAIN\5;2015-08-19
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\PLANO_MEDICAO_CASO_DESENVOLVIMENTO.DOC;\MAIN\6;2015-08-28
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\PVQ_REVISAO_PARES_INSPECAO_CASO_DESENVOLVIMENTO_PPDS_20151223.DOC;\MAIN\2;2015-12-22
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\PROJETOS\GARANTIA DA QUALIDADE PROCESSO PADRAO\RELATÃ³RIO MEDIÃ§Ã£O_CASO DE DESENVOLVIMENTO.XLS;\MAIN\3;2015-07-29
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\FORMULARIOS\FORMULARIO_DW_FMP_04_I_ELABORAR_CASO_DESENVOLVIMENTO.DOC;\MAIN\2;2011-04-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\FORMULARIOS\FORMULARIO_DW_FMP_08_I_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2010-12-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\IMPLANTACOES\SIADR\06-AMBIENTE\SIADR_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-05-04
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\MAPEAMENTOS_DIAGNOSTICOS\PARECERES\ATUALIZACAO_TEMPLATE_PPDS_CASO_DESENV_PU.DOC;\MAIN\5;2014-03-31
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\MAPEAMENTOS_DIAGNOSTICOS\PARECERES\PARECER_TECNICO_DIAGNOSTICO_CASO_DESENVOLVIMENTO _VALIDACAO_SID55_20140325.DOC;\MAIN\3;2014-03-31
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\MAPEAMENTOS_DIAGNOSTICOS\PARECERES\PROJETO_EXEMPLO_PPDS_CASO_DESENV_PU.DOC;\MAIN\3;2014-03-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\MAPEAMENTOS_DIAGNOSTICOS\PARECERES\VALIDACAO_PPDS_CASO_DESENV_PU_SID55_ULTIMA_VERSAO.DOC;\MAIN\1;2014-03-25
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\MAPEAMENTOS_DIAGNOSTICOS\POP\POP_15_ELABORAR_CASO_DESENVOLVIMENTOS.DOC;\MAIN\5;2010-05-24
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\MAPEAMENTOS_DIAGNOSTICOS\TEMPLATES\CASO_DESENVOLVIMENTO_WEB.DOC;\MAIN\1;2008-10-13
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\MAPEAMENTOS_DIAGNOSTICOS\WEB\WEB_FMP_07_I_CASO_DESENVOLVIMENTO.DOC;\MAIN\8;2010-07-09
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PARECER_TECNICO\PARECER_TECNICO_ATENDIMENTO_SUPORTE_CASO_DESENVOLVIMENTO_PECAC_SIPCS.DOC;\MAIN\4;2010-04-14
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PARECER_TECNICO\PARECER_TECNICO_CASO_DESENVOLVIMENTO_BR201202522_0007_062012_2815.DOC;\MAIN\1;2012-06-29
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PARECER_TECNICO\PARECER_TECNICO_CHECK_LIST_CASO_DESENVOLVIMENTO_BR201202522_0007_062012_2815.DOC;\MAIN\1;2012-06-29
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PLANO_ATENDIMENTO\PLANO_ATENDIMENTO_TEMPLATE_CHECK_LIST_CASO_DESENVOLVIMENTO_BR201202522_0007_062012_2815.DOC;\MAIN\1;2012-06-29
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE049\VRS_05\TEMPLATES\02-PLANEJAMENTO\DOCEB124_ V.5_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE049\VRS_06\TEMPLATES\02-PLANEJAMENTO\DOCEB124_V.5_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE049\VRS_07\TEMPLATES\02-PLANEJAMENTO\DOCEB124_V.5_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE049\VRS_08\TEMPLATES\02-PLANEJAMENTO\PDS_PLANO_DESENVOLVIMENTO_SISTEMA\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE049\VRS_09\TEMPLATES\02-PLANEJAMENTO\PDS_PLANO_DESENVOLVIMENTO_SISTEMA\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE049\VRS_10\TEMPLATES\02_PLANEJAMENTO\PDS_PLANO_DESENVOLVIMENTO_SISTEMA\DOCEB124_CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE151\PUC_2005.07.03\TEMPLATES\AMBIENTE\CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-11
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE151\PUC_2005.07.04\TEMPLATES\AMBIENTE\CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-10
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE151\PUC_2005.07.05\TEMPLATES\AMBIENTE\CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-10
COMUNIDADE_NAO_ENCONTRADA;SQPS;SQPS\SMP - MELHORIA DO PROCESSO\MELHORIAS_PROCESSO\PROCESSO_DESENVOLVIMENTO\TE151\PUC_2005.07.06\TEMPLATES\AMBIENTE\CASO_DESENVOLVIMENTO.DOC;\MAIN\1;2009-11-10
