VOB;SITE;SERVIDOR;DATA_CRIACAO;DB_SCHEMA;ACL_HABILITADO;FEATURE_LEVEL;USER_OWNER;COMUNIDADE;POSSUI_GRUPO_DOMAIN_USERS;MODELO_SEGURANCA;TAMANHO;PADRAO_PASTAS;POSSUI_PASTA_MODELAGEM;LOCK_PASTA_FONTES;DESC_PASTA_FONTES;LOCK_PASTA_BUILD;DESC_PASTA_BUILD;DATA_ULTIMA_ALTERACAO_VOB;DATA_ULTIMA_ALTERACAO_FONTES;DATA_ULTIMA_ALTERACAO_BUILD
SIATD;BR;CBRSVAPRNT005;2013-12-05 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIATM;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIATX;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBIC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIAVL;BR;CBRSVAPRNT005;2016-08-18 00:00:00;80;NAO;9;S725925;CANAIS_INTERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIATE;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIATC;BR;CBRSVAPRNT005;2016-12-05 00:00:00;80;NAO;9;S725925;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAPC;BR;CBRSVAPRNT005;2006-11-29 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAPX;BR;CBRSVAPRNT005;2010-03-22 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIARC;BR;CBRSVAPRNT005;2008-12-08 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIART;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIARA;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCX;BR;CBRSVAPRNT005;2010-07-08 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIBOT;BR;CBRSVAPRNT005;2018-08-02 00:00:00;80;NAO;9;S725925;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAPI;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBAN;BR;CBRSVAPRNT005;2008-01-23 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAF;BR;CBRSVAPRNT005;2006-10-23 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICBA;BR;CBRSVAPRNT005;2014-05-29 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBUC;BR;CBRSVAPRNT005;2015-05-20 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAT;BR;CBRSVAPRNT005;2012-04-27 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAF_WEB;BR;CBRSVAPRNT005;2008-12-09 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIBNC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICCI;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICCT;BR;CBRSVAPRNT005;2007-11-21 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICER;BR;CBRSVAPRNT005;2012-04-16 00:00:00;80;NAO;9;S725925;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICOT;BR;CBRSVAPRNT005;2012-05-28 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICOU;BR;CBRSVAPRNT005;2011-08-16 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICPR;BR;CBRSVAPRNT005;2013-12-26 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICEF;BR;CBRSVAPRNT005;2008-08-14 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICRE;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICDT;BR;CBRSVAPRNT005;2015-08-03 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCR;BR;CBRSVAPRNT005;2015-03-03 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICDU;BR;CBRSVAPRNT005;2010-02-26 00:00:00;80;NAO;9;S725925;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIALM;BR;CBRSVAPRNT005;2011-07-11 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICDC;BR;CBRSVAPRNT005;2008-02-13 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICOF;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAOI;BR;CBRSVAPRNT005;2011-05-16 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDBM;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICRI;BR;CBRSVAPRNT005;2008-12-09 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAEF;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDEJ;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICUT;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICRS;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDON;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICTB;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDEO;BR;CBRSVAPRNT005;2007-02-09 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDMF;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBBR;BR;CBRSVAPRNT005;2016-03-07 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDOW;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIEMP_MIG;BR;CBRSVAPRNT005;2010-07-08 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIERC;BR;CBRSVAPRNT005;2012-07-25 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEMP_ADM;BR;CBRSVAPRNT005;2009-08-05 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEMP_PRE;BR;CBRSVAPRNT005;2008-04-03 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEMP_REC;BR;CBRSVAPRNT005;2008-09-21 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEMP_PUN;BR;CBRSVAPRNT005;2008-09-21 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIECC;BR;CBRSVAPRNT005;2007-11-21 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIEMP_REN;BR;CBRSVAPRNT005;2008-04-03 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDUC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIEDE;BR;CBRSVAPRNT005;2012-05-21 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFAQ;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIFCR;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIERE;BR;CBRSVAPRNT005;2007-08-23 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEMP_CON;BR;CBRSVAPRNT005;2008-04-03 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIECM;BR;CBRSVAPRNT005;2017-07-07 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDEC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEFI;BR;CBRSVAPRNT005;2015-11-26 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFCI;BR;CBRSVAPRNT005;2008-09-19 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIFBN;BR;CBRSVAPRNT005;2013-10-22 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFES_REL;BR;CBRSVAPRNT005;2017-10-23 00:00:00;80;NAO;9;S725925;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFDL;BR;CBRSVAPRNT005;2012-06-04 00:00:00;80;NAO;9;S725925;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFEC;BR;CBRSVAPRNT005;2013-03-19 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEPA;BR;CBRSVAPRNT005;2013-01-10 00:00:00;80;NAO;9;S725925;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEMP;BR;CBRSVAPRNT005;2007-05-03 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFOU;BR;CBRSVAPRNT005;2012-03-21 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGAD_WEB;BR;CBRSVAPRNT005;2007-12-26 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFES;BR;CBRSVAPRNT005;2017-10-13 00:00:00;80;NAO;9;S725925;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFWC;BR;CBRSVAPRNT005;2012-08-06 00:00:00;80;NAO;9;S725925;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFOB;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFFP;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIFOR;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGAD;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGAC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGBD;BR;CBRSVAPRNT005;2014-12-09 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGCC;BR;CBRSVAPRNT005;2011-08-09 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGCO;BR;CBRSVAPRNT005;2007-06-22 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGCD;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGEB;BR;CBRSVAPRNT005;2013-03-07 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGCI;BR;CBRSVAPRNT005;2007-06-22 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIFIX;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGAN;BR;CBRSVAPRNT005;2007-11-21 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGDC;BR;CBRSVAPRNT005;2011-02-24 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGCS;BR;CBRSVAPRNT005;2011-08-15 00:00:00;80;NAO;9;S725925;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGDR;BR;CBRSVAPRNT005;2016-07-21 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGCR;BR;CBRSVAPRNT005;2009-04-24 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGCP;BR;CBRSVAPRNT005;2008-09-02 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGPC;BR;CBRSVAPRNT005;2011-08-03 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGFS;BR;CBRSVAPRNT005;2013-03-12 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGER;BR;CBRSVAPRNT005;2016-07-21 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGOI;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGEC;BR;CBRSVAPRNT005;2008-12-09 00:00:00;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGJU;BR;CBRSVAPRNT005;2010-04-07 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGCH;BR;CBRSVAPRNT005;2015-03-10 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGES;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGHB;BR;CBRSVAPRNT005;2015-12-04 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGID;BR;CBRSVAPRNT005;2015-07-28 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGLO;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGMA;BR;CBRSVAPRNT005;2007-09-04 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGIN;BR;CBRSVAPRNT005;2008-02-12 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGPB;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIICI;BR;CBRSVAPRNT005;2015-05-13 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGPN;BR;CBRSVAPRNT005;2018-06-18 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGPS;BR;CBRSVAPRNT005;2015-02-03 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGIP;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGTD;BR;CBRSVAPRNT005;2014-12-01 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGFI;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGRH;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGRB;BR;CBRSVAPRNT005;2008-02-11 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGTC;BR;CBRSVAPRNT005;2012-03-22 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGTI;BR;CBRSVAPRNT005;2008-11-20 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGRC;BR;CBRSVAPRNT005;2010-03-04 00:00:00;80;NAO;9;S725925;DADOS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGRR;BR;CBRSVAPRNT005;2009-04-20 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIIGA;BR;CBRSVAPRNT005;2017-09-11 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIINE;BR;CBRSVAPRNT005;2008-11-20 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIIMP;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIIEM;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIICX;BR;CBRSVAPRNT005;2017-01-04 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIINB;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIIDC;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIJUR_LEG;BR;CBRSVAPRNT005;2008-02-27 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIIRC;BR;CBRSVAPRNT005;2009-06-07 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIJUR_TESTE;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIINA;BR;CBRSVAPRNT005;2013-04-09 00:00:00;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SILCR;BR;CBRSVAPRNT005;2016-02-24 00:00:00;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIINF;BR;CBRSVAPRNT005;2006-11-10 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SILDG;BR;CBRSVAPRNT005;2018-07-10 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SILOT;BR;CBRSVAPRNT005;2013-02-13 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMCI;BR;CBRSVAPRNT005;2016-05-09 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
