VOB;SITE;SERVIDOR;DATA_CRIACAO;DB_SCHEMA;ACL_HABILITADO;FEATURE_LEVEL;USER_OWNER;COMUNIDADE;POSSUI_GRUPO_DOMAIN_USERS;MODELO_SEGURANCA;TAMANHO;PADRAO_PASTAS;POSSUI_PASTA_MODELAGEM;LOCK_PASTA_FONTES;DESC_PASTA_FONTES;LOCK_PASTA_BUILD;DESC_PASTA_BUILD;DATA_ULTIMA_ALTERACAO_VOB;DATA_ULTIMA_ALTERACAO_FONTES;DATA_ULTIMA_ALTERACAO_BUILD
PEDEP;BR;CBRSVAPRNT005;2006-12-19 00:00:00;80;NAO;6;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPIC;BR;CBRSVAPRNT005;;80;NAO;6;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCD;BR;CBRSVAPRNT005;;80;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIEDD;BR;CBRSVAPRNT005;;80;NAO;6;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAME_APHAB;BR;CBRSVAPRNT005;2019-02-18 00:00:00;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISFD;BR;CBRSVAPRNT005;;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIIPO;BR;CBRSVAPRNT005;;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICHA;BR;CBRSVAPRNT005;;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGPL;BR;CBRSVAPRNT005;;80;NAO;6;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAOI_CANAISDIGITAIS;BR;CBRSVAPRNT005;;80;NAO;9;S725925;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICSU;BR;CBRSVAPRNT005;;80;NAO;6;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISOU;BR;CBRSVAPRNT005;;80;NAO;6;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRGC;BR;CBRSVAPRNT005;;80;NAO;6;S725925;CRM_CADASTRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPMC;LOTERIAS;CBRSVAPRNT013;2009-09-01 00:00:00;54;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICOL;LOTERIAS;CBRSVAPRNT013;2007-10-19 00:00:00;54;NAO;5;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIVCC;BR;CBRSVAPRNT005;;80;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SISGC;BR;CBRSVAPRNT005;;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAUD;BR;CBRSVAPRNT005;2007-09-17 00:00:00;80;NAO;5;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINOV;BR;CBRSVAPRNT005;;80;NAO;6;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRIN;BR;CBRSVAPRNT005;;80;NAO;6;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIVOC;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGOT;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISPE;BR;CBRSVAPRNT005;;80;NAO;9;S725925;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRPX;CEPEM;CBRSVAPRNT010;2018-12-11 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPGE;CEPEM;CBRSVAPRNT010;2015-03-11 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRPW;CEPEM;CBRSVAPRNT010;2019-04-12 00:00:00;80;NAO;9;S725925;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRVD;CEPEM;CBRSVAPRNT010;2017-11-13 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISRH;CEPEM;CBRSVAPRNT010;2006-11-10 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISRS;CEPEM;CBRSVAPRNT010;2008-10-27 00:00:00;54;NAO;6;S725925;;SIM;VELHO;None;None;None;None;None;None;None;None;None;None
SITIP;CEPEM;CBRSVAPRNT010;2018-02-28 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGNU;CEPEM;CBRSVAPRNT010;2010-02-01 00:00:00;54;NAO;6;S725925;;SIM;VELHO;None;None;None;None;None;None;None;None;None;None
SIMJT;CEPEM;CBRSVAPRNT010;2018-01-24 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMSC;CEPEM;CBRSVAPRNT010;2018-01-19 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIXPE;CEPEM;CBRSVAPRNT010;2018-09-26 00:00:00;54;NAO;6;S725925;;SIM;VELHO;None;None;None;None;None;None;None;None;None;None
SINAV;CEPEM;CBRSVAPRNT010;2006-11-30 00:00:00;80;NAO;9;S725925;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINRP;CEPEM;CBRSVAPRNT010;2018-05-02 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIOTP;CEPEM;CBRSVAPRNT010;2012-08-15 00:00:00;54;NAO;6;S725925;;SIM;VELHO;None;None;None;None;None;None;None;None;None;None
SIAGS;CEPEM;CBRSVAPRNT010;2015-08-05 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPON;CEPEM;CBRSVAPRNT010;2006-11-30 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIRFT;CEPEM;CBRSVAPRNT010;2019-02-11 00:00:00;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAMS;CEPEM;CBRSVAPRNT010;2006-11-29 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAPL;CEPEM;CBRSVAPRNT010;2018-09-26 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIASC;CEPEM;CBRSVAPRNT010;2018-09-26 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAI;CEPEM;CBRSVAPRNT010;2013-02-13 00:00:00;54;NAO;6;S725925;;SIM;VELHO;None;None;None;None;None;None;None;None;None;None
SICVE;CEPEM;CBRSVAPRNT010;2012-02-13 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEAD;CEPEM;CBRSVAPRNT010;2019-01-21 00:00:00;80;NAO;9;S725925;;SIM;VELHO;None;None;None;None;None;None;None;None;None;None
SIEXL;CEPEM;CBRSVAPRNT010;2013-02-13 00:00:00;54;NAO;6;S725925;;SIM;VELHO;None;None;None;None;None;None;None;None;None;None
SIGDP;CEPEM;CBRSVAPRNT010;2008-09-17 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGED;CEPEM;CBRSVAPRNT010;2006-11-10 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIEVJ;CEPEM;CBRSVAPRNT010;2010-12-13 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICTM;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAMF;BR;CBRSVAPRNT005;2014-03-25 00:00:00;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAMF_APAGV;BR;CBRSVAPRNT005;;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICDE;CEPEM;CBRSVAPRNT010;2019-08-20 00:00:00;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIIFX;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAAF;BR;CBRSVAPRNT005;;80;NAO;9;S725925;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPGT;BR;CBRSVAPRNT005;2015-10-28 00:00:00;80;NAO;6;S725925;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICOV;BR;CBRSVAPRNT005;2008-02-12 00:00:00;80;NAO;9;S725925;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGMC;BR;CBRSVAPRNT005;2008-03-10 00:00:00;80;NAO;6;S725925;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIACC;BR;CBRSVAPRNT005;2008-02-12 00:00:00;80;NAO;9;S725925;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINBM;BR;CBRSVAPRNT005;2017-04-03 00:00:00;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SICPT;BR;CBRSVAPRNT005;;80;NAO;6;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIALR;BR;CBRSVAPRNT005;;80;NAO;6;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SINCV;BR;CBRSVAPRNT005;;80;NAO;9;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMPI;BR;CBRSVAPRNT005;;80;NAO;9;S725925;OPEN_BANKING;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISPI;BR;CBRSVAPRNT005;;80;NAO;6;S725925;OPEN_BANKING;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICML;BR;CBRSVAPRNT005;;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICDI;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFGM;BR;CBRSVAPRNT005;2017-02-13 00:00:00;80;NAO;6;S725925;FUNDOS_GOVERNO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIOTR;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDSC;BR;CBRSVAPRNT005;;80;NAO;9;S725925;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBSA;BR;CBRSVAPRNT005;;80;NAO;6;S725925;OPEN_BANKING;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDIS;BR;CBRSVAPRNT005;;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGEC_CSC;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGEC_COM;BR;CBRSVAPRNT005;;80;NAO;6;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGEC_POR;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SILCE;LOTERIAS;CBRSVAPRNT013;2010-08-15 00:00:00;54;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIMLO;LOTERIAS;CBRSVAPRNT013;2017-04-28 00:00:00;54;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIWLO;BR;CBRSVAPRNT005;2006-11-30 00:00:00;80;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIGEL;LOTERIAS;CBRSVAPRNT013;2007-09-06 00:00:00;54;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIICL;LOTERIAS;CBRSVAPRNT013;2017-01-23 00:00:00;54;NAO;6;S725925;;SIM;SEGMENTO NEGOCIO BR - (GRUPOS DF7390);None;None;None;None;None;None;None;None;None;None
SIAPD;BR;CBRSVAPRNT005;;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGSR;BR;CBRSVAPRNT005;;80;NAO;9;S725925;OPEN_BANKING;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISGH;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CREDITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPQV;BR;CBRSVAPRNT005;;80;NAO;6;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIB2C;BR;CBRSVAPRNT005;;80;NAO;9;S725925;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGPD;BR;CBRSVAPRNT005;;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIFBK;CEPEM;CBRSVAPRNT010;;80;NAO;9;S725925;PESSOAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIGCT;CEPEM;CBRSVAPRNT010;2010-07-08 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIWFM;CEPEM;CBRSVAPRNT010;2006-11-10 00:00:00;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISIG;BR;CBRSVAPRNT005;;80;NAO;9;S725925;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPXS;BR;CBRSVAPRNT005;;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPPS;BR;CBRSVAPRNT005;;80;NAO;6;S725925;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBLO;BR;CBRSVAPRNT005;;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAD;BR;CBRSVAPRNT005;;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDOU;BR;CBRSVAPRNT005;;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SISAN;BR;CBRSVAPRNT005;;80;NAO;9;S725925;INSTITUCIONAL;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIDEM;SP;CADSVAPRNT002;2008-02-18 00:00:00;80;NAO;9;S725933;CONTROLADORIA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIPRG;BR;CBRSVAPRNT005;;80;NAO;9;S725925;RISCO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIMPD;CEPEM;CBRSVAPRNT010;;80;NAO;9;S725925;CONTRATACOES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
AC_EPROJ_SP;SP;CADSVAPRNT002;2014-08-11 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
AC_ESPEC_SP;SP;CADSVAPRNT002;2013-04-10 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
CEFLDAP;SP;CADSVAPRNT002;2009-01-27 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
GESTAO_CONTRATOS_SP;SP;CADSVAPRNT002;;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
INCIDENTES_SP;SP;CADSVAPRNT002;2010-11-05 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SEG_ARQUITETURA;SP;CADSVAPRNT002;2015-11-25 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SEG_B2B;SP;CADSVAPRNT002;2017-11-14 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SEG_BAR;SP;CADSVAPRNT002;2015-07-13 00:00:00;54;NAO;5;S725933;;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SEG_TESTE;SP;CADSVAPRNT002;2014-03-20 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIABE;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;PROGRAMAS_SOCIAIS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIABM;SP;CADSVAPRNT002;2013-07-25 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIACA;SP;CADSVAPRNT002;2015-07-17 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIACL;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;;SIM;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIADC;SP;CADSVAPRNT002;2008-03-27 00:00:00;80;NAO;9;S725933;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIADJ;SP;CADSVAPRNT002;2008-03-27 00:00:00;54;NAO;6;S725933;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIADT;SP;CADSVAPRNT002;2008-03-27 00:00:00;80;NAO;9;S725933;FOMENTO_DJ;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAFG;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAGA;SP;CADSVAPRNT002;2008-06-11 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIAGC;SP;CADSVAPRNT002;2013-09-09 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIAGT;SP;CADSVAPRNT002;2008-02-18 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAIC;SP;CADSVAPRNT002;2018-07-02 00:00:00;80;NAO;9;S725933;CAMBIO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAME;SP;CADSVAPRNT002;2014-04-11 00:00:00;80;NAO;9;S725933;HABITACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAMI;SP;CADSVAPRNT002;2014-04-11 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIARP;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIARS;SP;CADSVAPRNT002;2015-10-28 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIATR;SP;CADSVAPRNT002;2010-01-21 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIATS;SP;CADSVAPRNT002;2009-10-27 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIATV;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;FINANCEIRO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAUP;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIAUT;SP;CADSVAPRNT002;2008-02-18 00:00:00;80;NAO;9;S725933;ESTRUTURANTES_TI;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIB24;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBAM;SP;CADSVAPRNT002;2015-11-26 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIBAT;SP;CADSVAPRNT002;2015-11-26 00:00:00;80;NAO;9;S725933;DEPOSITO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBCE;SP;CADSVAPRNT002;2018-01-03 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIBIM;SP;CADSVAPRNT002;2015-11-26 00:00:00;80;NAO;9;S725933;CANAIS_CLIENTES;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SIBIO;SP;CADSVAPRNT002;2015-11-26 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SIBLC;SP;CADSVAPRNT002;2017-03-31 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SICAC;SP;CADSVAPRNT002;2008-01-08 00:00:00;80;NAO;9;S725933;MEIOS_PAGAMENTO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAL;SP;CADSVAPRNT002;2017-08-10 00:00:00;80;NAO;9;S725933;SEGURANCA;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAP;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAQ;SP;CADSVAPRNT002;2008-03-10 00:00:00;80;NAO;9;S725933;LOTERIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICAR;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;;NAO;SEGMENTO NEGOCIO SP - (GRUPOS CS7266);None;None;None;None;None;None;None;None;None;None
SICAS;SP;CADSVAPRNT002;2007-11-05 00:00:00;80;NAO;9;S725933;ARRECADACAO;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
SICCF;SP;CADSVAPRNT002;2008-01-10 00:00:00;80;NAO;9;S725933;OPERACOES_BANCARIAS;SIM;COMUNIDADES - (GRUPOS DF5222);None;None;None;None;None;None;None;None;None;None
